grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,y,x,norm_x_jitter,norm_y_jitter,norm_x,norm_y
Shot Chart Detail,21900002,203,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,33,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-77,17,1,0,20191022,LAC,LAL,504,164,164.0081009514933,504.007716081386,0.3395580210884868,0.914710520263215
Shot Chart Detail,21900002,206,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,2,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-16,71,1,1,20191022,LAC,LAL,450,225,225.00835319866457,450.00483835491474,0.4658513250093344,0.8167020993506375
Shot Chart Detail,21900002,214,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,17,1,1,20191022,LAC,LAL,504,228,228.0005439470595,504.0023164075452,0.4720462773522358,0.9147007205353327
Shot Chart Detail,21900002,289,2544,LeBron James,1610612747,Los Angeles Lakers,2,3,23,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,5,1,0,20191022,LAC,LAL,516,230,230.0019281094067,516.0057831494925,0.4761898900254015,0.9364855007245229
Shot Chart Detail,21900002,315,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-188,283,1,0,20191022,LAC,LAL,238,53,53.00119736220995,238.00557439911023,0.1097322729012946,0.43195013853518216
Shot Chart Detail,21900002,324,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,26,1,0,20191022,LAC,LAL,495,218,218.008784658451,495.0020231470079,0.4513596040016563,0.8983663219374782
Shot Chart Detail,21900002,394,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,68,1,0,20191022,LAC,LAL,453,239,239.0069646023162,453.000731993138,0.49483367867744077,0.8221392689435529
Shot Chart Detail,21900002,408,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,8,1,0,20191022,LAC,LAL,513,225,225.00224312181862,513.0075200503816,0.4658386748683324,0.9310440308585519
Shot Chart Detail,21900002,416,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,9,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,1,20191022,LAC,LAL,500,242,242.00566576213143,500.00328195232487,0.5010421100034261,0.9074429767144138
Shot Chart Detail,21900002,438,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,235,1,0,20191022,LAC,LAL,286,114,114.00536272456961,286.0003169267696,0.23603367843201362,0.5190545508420074
Shot Chart Detail,21900002,517,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,56,251,1,0,20191022,LAC,LAL,270,297,297.0065734619002,270.0077049641334,0.6149145301354509,0.49002997454693237
Shot Chart Detail,21900002,539,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,6,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,145,141,1,0,20191022,LAC,LAL,380,386,386.00101458979054,380.00122206455654,0.7991662600314012,0.6896543533853354
Shot Chart Detail,21900002,548,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20191022,LAC,LAL,501,241,241.0056951275484,501.00338889134133,0.4989717973307244,0.9092580448360275
Shot Chart Detail,21900002,564,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,31,1,0,20191022,LAC,LAL,490,239,239.00334582748312,490.0047598690036,0.4948261864620322,0.8892969185393417
Shot Chart Detail,21900025,19,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,163,1,1,20191025,LAL,UTA,358,49,49.00337596989605,358.0032849219336,0.10145528955252199,0.649730868314728
Shot Chart Detail,21900025,27,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-92,142,1,0,20191025,LAL,UTA,379,149,149.0046791453917,379.0093269082037,0.3084953346206857,0.6878541886149065
Shot Chart Detail,21900025,30,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,40,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-25,81,1,1,20191025,LAL,UTA,440,216,216.00951014444345,440.0040563530032,0.44722035908844415,0.7985519397079817
Shot Chart Detail,21900025,161,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-122,113,1,0,20191025,LAL,UTA,408,119,119.00750489501863,408.0063940908487,0.24638998087528918,0.7404802131031141
Shot Chart Detail,21900025,172,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-99,263,1,0,20191025,LAL,UTA,258,142,142.00780537969354,258.0095005045903,0.2940091928026721,0.46825474473747264
Shot Chart Detail,21900025,178,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,21,1,1,20191025,LAL,UTA,500,266,266.00160535655704,500.003296235075,0.5507226667294128,0.9074430026358064
Shot Chart Detail,21900025,203,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,32,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-40,85,1,0,20191025,LAL,UTA,436,201,201.0018280398318,436.00546951685527,0.4161488522116332,0.7912950082592974
Shot Chart Detail,21900025,320,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,218,1,0,20191025,LAL,UTA,303,366,366.00078209264865,303.0033466673692,0.7577583092738487,0.5499129081326393
Shot Chart Detail,21900025,339,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,6,1,1,20191025,LAL,UTA,515,244,244.0036833238706,515.0022858446337,0.5051787525560086,0.9346642795159533
Shot Chart Detail,21900025,351,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,37,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,9,1,0,20191025,LAL,UTA,512,226,226.00022441962844,512.0017635161138,0.4679048688709558,0.9292187094331759
Shot Chart Detail,21900025,367,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,45,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,0,20191025,LAL,UTA,506,247,247.00696307510614,506.0065104391275,0.5113966632762008,0.9183380802559149
Shot Chart Detail,21900025,380,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,24,1,1,20191025,LAL,UTA,497,258,258.0026072061214,497.0010094795051,0.5341617531715167,0.9019942303401789
Shot Chart Detail,21900025,406,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-30,129,1,1,20191025,LAL,UTA,392,211,211.007435308675,392.00038978446275,0.4368641960531049,0.7114313313910227
Shot Chart Detail,21900025,419,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,1,20191025,LAL,UTA,508,253,253.00168342045444,508.0019870857732,0.5238079732397702,0.9219596190208723
Shot Chart Detail,21900025,497,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,11,1,1,20191025,LAL,UTA,510,249,249.0086916256044,510.00987916860396,0.515540988961458,0.9256036902386668
Shot Chart Detail,21900025,511,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,37,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-144,35,1,1,20191025,LAL,UTA,486,97,97.00033409866421,486.0024006592628,0.2008269183069557,0.8820331407077517
Shot Chart Detail,21900025,515,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,16,1,1,20191025,LAL,UTA,505,255,255.00521225790578,505.00657910536654,0.5279560261913735,0.9165233308357209
Shot Chart Detail,21900025,521,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,24,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-67,98,1,0,20191025,LAL,UTA,423,174,174.00359721089396,423.00355620070724,0.3602524313642529,0.7676981733014959
Shot Chart Detail,21900025,587,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,5,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,82,41,1,1,20191025,LAL,UTA,480,323,323.00445892349904,480.0009433706516,0.6687398624733734,0.8711412516678694
Shot Chart Detail,21900025,607,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,53,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-65,53,1,0,20191025,LAL,UTA,468,176,176.0081623440168,468.00467456975196,0.3644026298349216,0.8493695348350334
Shot Chart Detail,21900025,616,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-2,1,1,20191025,LAL,UTA,523,247,247.0066244812168,523.0090853800897,0.5113959622603952,0.9491956121424912
Shot Chart Detail,21900025,619,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,236,1,0,20191025,LAL,UTA,285,133,133.00915799041357,285.0009770516427,0.2753786319812851,0.5172408748447345
Shot Chart Detail,21900040,49,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,15,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,36,1,0,20191027,LAL,CHA,485,247,247.005733752081,485.0011553882365,0.5113941181184234,0.8802160066569237
Shot Chart Detail,21900040,51,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,12,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191027,LAL,CHA,527,241,241.00750586828394,527.0096076463644,0.4989755462403045,0.9564560561530702
Shot Chart Detail,21900040,219,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,19,1,0,20191027,LAL,CHA,502,255,255.005004140505,502.0048774939097,0.5279555953106283,0.9110756205029544
Shot Chart Detail,21900040,339,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20191027,LAL,CHA,511,237,237.00043322806837,511.00065148664186,0.4906794093533111,0.927401817198986
Shot Chart Detail,21900040,374,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-111,251,1,0,20191027,LAL,CHA,270,130,130.0027622866555,270.0031893087376,0.2691542700756561,0.4900217792011775
Shot Chart Detail,21900040,433,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,17,1,1,20191027,LAL,CHA,504,257,257.0045802093374,504.0055643203596,0.5320954645549496,0.9147066150879862
Shot Chart Detail,21900040,449,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-78,269,1,0,20191027,LAL,CHA,252,163,163.00145586900274,252.00631496840825,0.3374738898159099,0.4573597191459379
Shot Chart Detail,21900040,534,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-125,39,1,0,20191027,LAL,CHA,482,116,116.00247646158606,482.0049998834604,0.24016844972986862,0.8747783618091994
Shot Chart Detail,21900040,561,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,28,1,1,20191027,LAL,CHA,493,225,225.00525130639915,493.001569074042,0.46584490293388103,0.8947357497707025
Shot Chart Detail,21900040,566,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,27,1,1,20191027,LAL,CHA,494,229,229.00336176157222,494.00406003861673,0.47412248475072843,0.8965551445984143
Shot Chart Detail,21900040,589,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,129,225,1,1,20191027,LAL,CHA,296,370,370.0033731178092,296.0039545174413,0.766045167543929,0.5372098930185751
Shot Chart Detail,21900040,643,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,5,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-96,193,1,0,20191027,LAL,CHA,328,145,145.0089872801831,328.0094880213067,0.30022276018833577,0.5952959049356925
Shot Chart Detail,21900040,651,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,12,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,21,1,1,20191027,LAL,CHA,500,228,228.0024627884975,500.0053350594656,0.47205025007064233,0.9074467028452664
Shot Chart Detail,21900040,653,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,35,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,32,1,1,20191027,LAL,CHA,489,245,245.0077322865386,489.0038205426796,0.5072575088909798,0.8874803397396118
Shot Chart Detail,21900054,36,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,168,1,0,20191029,LAL,MEM,353,45,45.006705958490684,353.0024333948736,0.09318068999223637,0.6406549526965285
Shot Chart Detail,21900054,61,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,18,1,1,20191029,LAL,MEM,503,245,245.00253064455262,503.0076471338141,0.507246739549411,0.9128955210912879
Shot Chart Detail,21900054,65,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,22,1,0,20191029,LAL,MEM,499,478,478.0043402754435,499.0099879709432,0.9896475046902824,0.9056402732527524
Shot Chart Detail,21900054,200,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,25,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,1,1,20191029,LAL,MEM,506,251,251.00571656112757,506.0095395153641,0.5196755764070572,0.9183435776477442
Shot Chart Detail,21900054,216,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,1,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,16,1,1,20191029,LAL,MEM,505,91,91.00584011198488,505.0087843485816,0.1884160769903693,0.9165273330743856
Shot Chart Detail,21900054,219,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,38,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,10,1,1,20191029,LAL,MEM,511,247,247.00588815072393,511.0059097726264,0.5113944377812776,0.9274113603257182
Shot Chart Detail,21900054,227,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-158,133,1,0,20191029,LAL,MEM,388,83,83.00480144844464,388.0001718601616,0.17185093880827598,0.704171439722791
Shot Chart Detail,21900054,247,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,4,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-7,214,1,0,20191029,LAL,MEM,307,234,234.00131540679286,307.00424194518905,0.4844701153824924,0.5571740291121885
Shot Chart Detail,21900054,369,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,7,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-27,94,1,0,20191029,LAL,MEM,427,214,214.00169651593436,427.00374748827085,0.44306343501911005,0.7749580166274042
Shot Chart Detail,21900054,436,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,3,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,19,1,1,20191029,LAL,MEM,502,238,238.00877297839318,502.00797126088304,0.4927670492212126,0.9110812353003226
Shot Chart Detail,21900054,477,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,53,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,10,1,1,20191029,LAL,MEM,511,231,231.0085369081145,511.00812959863816,0.4782739461769972,0.9274153890303221
Shot Chart Detail,21900054,572,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,63,267,1,1,20191029,LAL,MEM,254,304,304.0020622241685,254.00828825419583,0.6293978044791074,0.4609930484926262
Shot Chart Detail,21900054,584,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,0,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,30,1,0,20191029,LAL,MEM,491,209,209.00920178626043,491.00916487978725,0.43272710638126943,0.891119787119831
Shot Chart Detail,21900054,621,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-26,264,1,1,20191029,LAL,MEM,257,215,215.00166284016893,257.0089187148456,0.4451337387677807,0.4664388148215992
Shot Chart Detail,21900054,624,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,230,1,0,20191029,LAL,MEM,291,100,100.00827876011013,291.004659047693,0.20705448713348784,0.5281368014483965
Shot Chart Detail,21900074,20,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,123,225,1,0,20191101,DAL,LAL,296,364,364.00905232868473,296.00588529621604,0.7536346848109653,0.5372133971388519
Shot Chart Detail,21900074,28,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,11,1,0,20191101,DAL,LAL,510,265,265.00148396157437,510.0079403703426,0.5486520419263794,0.925600171564032
Shot Chart Detail,21900074,117,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,49,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-73,16,1,0,20191101,DAL,LAL,505,168,168.00768745145905,505.0039061278938,0.34783865886931364,0.9165184797182941
Shot Chart Detail,21900074,132,2544,LeBron James,1610612747,Los Angeles Lakers,1,3,52,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,12,1,1,20191101,DAL,LAL,509,215,215.00108805179377,509.00907864247165,0.4451325487411778,0.9237873633438016
Shot Chart Detail,21900074,201,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-3,224,1,1,20191101,DAL,LAL,297,238,238.00063175994816,297.0067378375356,0.49275019385852986,0.5390298184347301
Shot Chart Detail,21900074,230,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,56,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,16,1,0,20191101,DAL,LAL,505,14,14.004251660390397,505.0098818274716,0.028994031106022767,0.9165293248603332
Shot Chart Detail,21900074,233,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,20,1,1,20191101,DAL,LAL,501,208,208.00631626019808,501.00796799702414,0.4306507587945808,0.909266355336061
Shot Chart Detail,21900074,247,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,24,1,1,20191101,DAL,LAL,497,259,259.0063119828636,497.00971054608607,0.5362397969130782,0.9020100216800436
Shot Chart Detail,21900074,343,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,24,1,1,20191101,DAL,LAL,497,263,263.0049393134653,497.00017340734297,0.5445184488551004,0.9019927129745156
Shot Chart Detail,21900074,381,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,217,1,1,20191101,DAL,LAL,304,98,98.00614847004589,304.00482944109694,0.20290932969729145,0.5517304732209548
Shot Chart Detail,21900074,399,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-58,259,1,1,20191101,DAL,LAL,262,183,183.0024615921616,262.0051929695554,0.37888344144009445,0.4755064232670329
Shot Chart Detail,21900074,413,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,55,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,198,33,1,0,20191101,DAL,LAL,488,439,439.0073320794328,488.00801331245344,0.9089091335086952,0.8856730750478646
Shot Chart Detail,21900074,425,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-70,257,1,1,20191101,DAL,LAL,264,171,171.00684994744825,264.0044512893387,0.35404804533347434,0.47913482529239837
Shot Chart Detail,21900074,428,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,4,262,1,0,20191101,DAL,LAL,259,245,245.0015024124015,259.0076260262244,0.5072446107248443,0.4700662168361151
Shot Chart Detail,21900074,432,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-161,221,1,0,20191101,DAL,LAL,300,80,80.00954725016531,300.0050137007597,0.165649643980007,0.5444713114659588
Shot Chart Detail,21900074,531,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20191101,DAL,LAL,505,247,247.00888180432403,505.00615564609075,0.5114006357622698,0.916522562310474
Shot Chart Detail,21900074,586,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,46,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-93,190,1,1,20191101,DAL,LAL,331,148,148.00440252264235,331.00950025340944,0.3064243884382023,0.6007405492577242
Shot Chart Detail,21900074,590,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,197,1,0,20191101,DAL,LAL,324,407,407.0048355932048,324.00837407045424,0.8426520138072193,0.588034387092133
Shot Chart Detail,21900074,596,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,36,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,29,1,0,20191101,DAL,LAL,492,230,230.008899714095,492.00808302975514,0.47620432385079214,0.8929326977390604
Shot Chart Detail,21900074,617,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,6,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,1,20191101,DAL,LAL,517,234,234.00452944826304,517.0098615539148,0.484476769648684,0.9383077765556054
Shot Chart Detail,21900074,638,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-100,106,1,0,20191101,DAL,LAL,415,141,141.00857104780073,415.00534642562667,0.29194040455152626,0.7531824300080799
Shot Chart Detail,21900074,700,2544,LeBron James,1610612747,Los Angeles Lakers,5,3,31,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,7,1,1,20191101,DAL,LAL,514,195,195.00466215627677,514.0062395336664,0.4037324790706406,0.9328565809227755
Shot Chart Detail,21900074,723,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,238,1,1,20191101,DAL,LAL,283,114,114.00566525008604,283.004309473413,0.23603430477281687,0.5136171746889611
