grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,y,x,norm_x_jitter,norm_y_jitter,norm_x,norm_y
Shot Chart Detail,21900088,22,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,144,135,1,0,20191103,SAS,LAL,386,385,385.00926976037056,386.00534992474337,0.7971129778474793,0.7005510891762445
Shot Chart Detail,21900088,41,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,45,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,22,1,0,20191103,SAS,LAL,499,246,246.0093534149238,499.00116421523506,0.5093312387022619,0.9056242592475757
Shot Chart Detail,21900088,54,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,34,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,10,1,1,20191103,SAS,LAL,511,223,223.00975688380126,511.00207298565965,0.46171348422163794,0.9274043970406524
Shot Chart Detail,21900088,63,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,4,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,14,1,0,20191103,SAS,LAL,507,255,255.00906250209005,507.00326824637324,0.527963997634786,0.9201470701252187
Shot Chart Detail,21900088,109,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,0,20191103,SAS,LAL,517,225,225.00864541683825,517.0091957817056,0.4658519300100887,0.9383065682629058
Shot Chart Detail,21900088,188,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,229,94,1,0,20191103,SAS,LAL,427,470,470.00796358615105,427.0048778993804,0.9730920185359899,0.7749600681811822
Shot Chart Detail,21900088,197,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,17,1,1,20191103,SAS,LAL,504,232,232.00930842686907,504.0030016641751,0.4803459169790402,0.9147019641898015
Shot Chart Detail,21900088,218,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,45,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,10,1,0,20191103,SAS,LAL,511,223,223.00758887428478,511.0088934382878,0.46170899563225215,0.9274167753030735
Shot Chart Detail,21900088,224,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,5,1,0,20191103,SAS,LAL,516,225,225.00527128281985,516.0025532513683,0.4658449442925325,0.9364796388662631
Shot Chart Detail,21900088,233,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,13,1,1,20191103,SAS,LAL,508,231,231.00066816217407,508.00673247556415,0.4782576549341593,0.9219682313056172
Shot Chart Detail,21900088,251,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,54,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,3,1,1,20191103,SAS,LAL,518,254,254.00397722264117,518.0060351344032,0.5258830957370452,0.9401157061269334
Shot Chart Detail,21900088,255,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,5,1,1,20191103,SAS,LAL,516,227,227.00328493127054,516.0021116525642,0.46998157874314633,0.936478837420057
Shot Chart Detail,21900088,348,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,53,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-67,-5,1,1,20191103,SAS,LAL,526,174,174.00140629422398,526.0099645581603,0.3602478953485042,0.9546418298622547
Shot Chart Detail,21900088,379,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-186,189,1,0,20191103,SAS,LAL,332,55,55.008852576528284,332.00258658562086,0.11388886899409088,0.6025428758622968
Shot Chart Detail,21900088,392,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,4,1,1,20191103,SAS,LAL,517,212,212.00389012624973,517.0051714537398,0.4389272296715469,0.9382992646145492
Shot Chart Detail,21900088,400,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,27,1,0,20191103,SAS,LAL,494,234,234.00600170993158,494.00685266452166,0.4844798177801836,0.8965602128626747
Shot Chart Detail,21900088,439,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,177,200,1,0,20191103,SAS,LAL,321,418,418.00995223720787,321.00394975023084,0.8654367153421201,0.5825817353859054
Shot Chart Detail,21900088,523,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,1,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-107,110,1,1,20191103,SAS,LAL,411,134,134.00967722076032,411.00180050314543,0.2774500804521018,0.7459164984423434
Shot Chart Detail,21900088,538,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-168,69,1,0,20191103,SAS,LAL,452,73,73.00270825465542,452.00866755768396,0.15114287041456798,0.8203387969528776
Shot Chart Detail,21900088,553,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,1,1,0,20191103,SAS,LAL,520,473,473.00968040811927,520.0052939243025,0.9793066934088914,0.9437441090055002
Shot Chart Detail,21900088,620,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-185,181,1,0,20191103,SAS,LAL,340,56,56.00281745303212,340.0034590826082,0.11594674750459767,0.6170634516605792
Shot Chart Detail,21900088,639,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-190,-13,1,0,20191103,SAS,LAL,534,51,51.00155378464448,534.0011864085403,0.10559226388868338,0.9691448909525329
Shot Chart Detail,21900088,661,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,178,1,0,20191103,SAS,LAL,343,40,40.002865157368696,343.0005756911398,0.08282087074908001,0.6225028407905598
Shot Chart Detail,21900100,11,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,15,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,2,1,1,20191105,CHI,LAL,519,233,233.00137056847512,519.0056458554791,0.48239985611769404,0.9419298736754881
Shot Chart Detail,21900100,44,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-117,55,1,1,20191105,CHI,LAL,466,124,124.00980588639739,466.0022507168791,0.2567466121372042,0.8457353877658385
Shot Chart Detail,21900100,51,2544,LeBron James,1610612747,Los Angeles Lakers,1,7,26,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,134,50,1,0,20191105,CHI,LAL,471,375,375.0004717885062,471.0039438738303,0.7763910280591217,0.8548128308362795
Shot Chart Detail,21900100,68,2544,LeBron James,1610612747,Los Angeles Lakers,1,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,184,1,0,20191105,CHI,LAL,337,66,66.00023128372978,337.0047974505876,0.13664512786910402,0.611621258507576
Shot Chart Detail,21900100,72,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,42,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,1,1,0,20191105,CHI,LAL,520,250,250.00373728194643,520.0076402749982,0.5176011050898688,0.9437483673364683
Shot Chart Detail,21900100,97,2544,LeBron James,1610612747,Los Angeles Lakers,1,4,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20191105,CHI,LAL,515,235,235.00287803316556,515.0001495843118,0.48654372407276003,0.9346604024725508
Shot Chart Detail,21900100,207,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,10,1,1,20191105,CHI,LAL,511,387,387.0040336937447,511.00742646177525,0.8012428841742133,0.9274141129254825
Shot Chart Detail,21900100,219,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-107,248,1,1,20191105,CHI,LAL,273,134,134.00636946159895,273.0085327460788,0.27744323215528865,0.49547609898920253
Shot Chart Detail,21900100,281,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,52,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,6,1,0,20191105,CHI,LAL,515,263,263.00914226510116,515.0068683117017,0.5445271505346633,0.9346725961164779
Shot Chart Detail,21900100,296,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,15,1,0,20191105,CHI,LAL,506,221,221.00732921703982,506.0061151426053,0.4575677111046171,0.9183373628425184
Shot Chart Detail,21900100,308,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-55,248,1,0,20191105,CHI,LAL,273,186,186.0048806389847,273.0009828403787,0.38509957018070556,0.4954623968613372
Shot Chart Detail,21900100,329,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,0,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-143,134,1,1,20191105,CHI,LAL,387,98,98.00764033472052,387.003699874327,0.20291241841433474,0.7023629685833466
Shot Chart Detail,21900100,337,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-43,245,1,1,20191105,CHI,LAL,276,198,198.00353984431288,276.0028103550871,0.4099412758759711,0.5009103356926465
Shot Chart Detail,21900100,367,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,46,258,1,0,20191105,CHI,LAL,263,287,287.0092367478549,263.00471366022424,0.5942163094312158,0.4773204274217389
Shot Chart Detail,21900100,381,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-59,250,1,0,20191105,CHI,LAL,271,182,182.00624968965198,271.00380062051045,0.3768209107465587,0.49183776269581353
Shot Chart Detail,21900100,437,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,8,1,1,20191105,CHI,LAL,513,233,233.0070563564681,513.0087486908135,0.48241162782231123,0.9310462606861772
Shot Chart Detail,21900100,476,2544,LeBron James,1610612747,Los Angeles Lakers,3,1,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,5,1,1,20191105,CHI,LAL,516,248,248.00066330309204,516.0062910174972,0.5134539938654372,0.9364864224409809
Shot Chart Detail,21900100,623,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,19,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-143,-8,1,1,20191105,CHI,LAL,529,98,98.0075602109824,529.0076862357712,0.20291225252827302,0.9600823171164002
Shot Chart Detail,21900100,629,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,4,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-92,169,1,0,20191105,CHI,LAL,352,149,149.00519905861083,352.0046439930214,0.30849641103522135,0.6388440906129528
Shot Chart Detail,21900074,75,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,1,6,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,53,251,1,0,20191101,DAL,LAL,270,294,294.00660193772967,270.0055322185253,0.6087034686808072,0.490026031287331
Shot Chart Detail,21900074,151,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,1,2,53,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,20,1,1,20191101,DAL,LAL,501,280,280.00517511476244,501.0046102222179,0.5797152860432426,0.9092602613977304
Shot Chart Detail,21900074,212,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,10,10,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,45,1,1,20191101,DAL,LAL,476,239,239.00270066648753,476.0064219443972,0.49482485073782295,0.863891698426066
Shot Chart Detail,21900074,221,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,9,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,133,26,1,0,20191101,DAL,LAL,495,374,374.00222531486696,495.0077334446817,0.7743242850434962,0.8983766854084916
Shot Chart Detail,21900074,476,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,2,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,57,243,1,0,20191101,DAL,LAL,278,298,298.0007233919958,278.0068261283133,0.6169727917760047,0.5045473718967658
Shot Chart Detail,21900074,506,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,0,0,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,231,78,1,0,20191101,DAL,LAL,443,472,472.0083961807024,443.0011857562277,0.9772336611084361,0.8039913520587183
Shot Chart Detail,21900074,533,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,10,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,227,1,0,20191101,DAL,LAL,294,132,132.00816925052038,294.00384601249203,0.2733062114503595,0.533579948014222
Shot Chart Detail,21900074,555,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,8,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,42,50,1,1,20191101,DAL,LAL,471,283,283.0082827971091,471.0092651789647,0.5859328405165722,0.854822488334831
Shot Chart Detail,21900088,149,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,1,1,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-67,255,1,0,20191103,SAS,LAL,266,174,174.00491625115927,266.0073852418931,0.36025516227022414,0.4827698981282635
Shot Chart Detail,21900088,319,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,111,234,1,0,20191103,SAS,LAL,287,352,352.00276922848326,287.00846028933597,0.7287771948060154,0.5208842040601023
Shot Chart Detail,21900088,326,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,38,-123,360,1,1,20191103,SAS,LAL,161,118,118.00483495960215,161.00155523228455,0.24431407964175417,0.2921975431144569
Shot Chart Detail,21900088,419,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,5,46,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-17,66,1,0,20191103,SAS,LAL,455,224,224.00593678552448,455.0068231233041,0.4637759486615945,0.8257800716591077
Shot Chart Detail,21900088,467,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,2,50,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-154,-24,1,1,20191103,SAS,LAL,545,87,87.00279628977898,545.006916281529,0.18012828126129893,0.9891189043987323
Shot Chart Detail,21900088,470,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,2,14,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-125,131,1,0,20191103,SAS,LAL,390,116,116.00009935093,390.0046853675021,0.24016352822303086,0.7078093792516333
Shot Chart Detail,21900088,497,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,0,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,69,249,1,0,20191103,SAS,LAL,272,310,310.0002067308967,272.00647809989584,0.641816203735555,0.49365749602441344
Shot Chart Detail,21900100,130,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,1,2,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,207,1,0,20191105,CHI,LAL,314,84,84.00987115801593,314.00295611409473,0.1739318084705553,0.5698758137760953
Shot Chart Detail,21900100,153,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,1,0,2,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,36,-72,358,1,0,20191105,CHI,LAL,163,169,169.0089392470559,163.00539023500437,0.3499116240237893,0.2958342512428767
Shot Chart Detail,21900100,187,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,9,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,29,246,1,0,20191105,CHI,LAL,275,270,270.0072229877481,275.0035049887173,0.5590157912043231,0.4990967223244212
Shot Chart Detail,21900100,312,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,1,38,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,4,1,1,20191105,CHI,LAL,517,230,230.00218057272122,517.0087679227622,0.47619041271875007,0.9383057917528164
Shot Chart Detail,21900100,316,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,1,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-236,29,1,0,20191105,CHI,LAL,492,5,5.001152699524314,492.0031633396404,0.010354253868923649,0.8929237691211825
Shot Chart Detail,21900100,323,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,2,0,32,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,93,0,1,0,20191105,CHI,LAL,521,334,334.0002175477046,521.0044507739426,0.6915051894123528,0.9455574528345683
Shot Chart Detail,21900100,459,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,3,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,17,1,1,20191105,CHI,LAL,504,243,243.00853614222905,504.0000809116663,0.5031184262323112,0.9146966633918938
Shot Chart Detail,21900100,472,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,3,2,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,168,247,1,0,20191105,CHI,LAL,274,409,409.00052208302714,274.00714380079324,0.8467838301703483,0.4972884522692284
Shot Chart Detail,21900100,508,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,11,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,197,167,1,1,20191105,CHI,LAL,354,438,438.0099636749852,354.0057592232202,0.906844208424229,0.6424758626968274
Shot Chart Detail,21900100,512,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,11,14,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-69,4,1,0,20191105,CHI,LAL,517,172,172.00956783564075,517.0091513154777,0.3561240458471646,0.9383064875623031
Shot Chart Detail,21900100,523,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,10,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,14,1,1,20191105,CHI,LAL,507,253,253.00136561653787,507.0059191766821,0.5238073152669727,0.9201518812298202
Shot Chart Detail,21900100,535,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,9,42,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,76,43,1,1,20191105,CHI,LAL,478,317,317.0024939643628,478.00067106588205,0.6563135534536165,0.8675110093874745
Shot Chart Detail,21900100,578,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,8,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,55,194,1,1,20191105,CHI,LAL,327,296,296.00019649590075,327.00000743285545,0.6128309539641442,0.5934638248210524
Shot Chart Detail,21900100,589,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,7,12,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,94,125,1,1,20191105,CHI,LAL,396,335,335.00880325826733,396.0024562243857,0.6935933385098056,0.7186945778822703
Shot Chart Detail,21900100,591,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,6,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,44,260,1,0,20191105,CHI,LAL,261,285,285.0058770551966,261.00747989455266,0.5900686066725046,0.47369569970707487
Shot Chart Detail,21900100,671,1628398,Kyle Kuzma,1610612747,Los Angeles Lakers,4,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-13,252,1,0,20191105,CHI,LAL,269,228,228.00376681981845,269.0093134710699,0.4720529499024934,0.4882180197436472
Shot Chart Detail,21900002,27,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,9,30,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20191022,LAC,LAL,514,240,240.002565394488,514.0076388183559,0.49689494414434576,0.932859120448234
Shot Chart Detail,21900002,367,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,11,20,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,6,1,1,20191022,LAC,LAL,515,252,252.0065352871253,515.0019273933266,0.521747644945724,0.9346636289719812
Shot Chart Detail,21900002,410,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,7,16,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191022,LAC,LAL,527,241,241.00942334373815,527.0099881407576,0.4989795161306144,0.956456746702467
Shot Chart Detail,21900025,244,201580,JaVale McGee,1610612747,Los Angeles Lakers,2,5,56,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191025,LAL,UTA,527,241,241.00784573892597,527.0093957672196,0.498976249899465,0.9564556716191106
Shot Chart Detail,21900040,29,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,9,52,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,15,1,1,20191027,LAL,CHA,506,232,232.0026220563563,506.00155968848065,0.4803320736949195,0.9183290952670836
Shot Chart Detail,21900040,33,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,9,25,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,9,83,1,1,20191027,LAL,CHA,438,250,250.00710983175165,438.0077749983499,0.517608087527512,0.7949289404993508
Shot Chart Detail,21900040,37,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,8,57,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,26,1,0,20191027,LAL,CHA,495,226,226.00308733030212,495.00525714250415,0.46791079616526177,0.8983721912319524
Shot Chart Detail,21900040,46,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,8,32,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191027,LAL,CHA,527,241,241.00893780311227,527.0071229091575,0.49897851088018397,0.9564515466680152
Shot Chart Detail,21900040,59,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,7,11,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,0,20191027,LAL,CHA,512,242,242.00529129679677,512.0055719324087,0.5010413347203317,0.9292256212290458
Shot Chart Detail,21900040,258,201580,JaVale McGee,1610612747,Los Angeles Lakers,2,6,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,5,83,1,0,20191027,LAL,CHA,438,246,246.00444274898334,438.0023480162677,0.5093210717897784,0.7949190912104502
Shot Chart Detail,21900040,403,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,9,26,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20191027,LAL,CHA,513,241,241.0004982296579,513.0074324065074,0.49896103781120515,0.9310438717959598
Shot Chart Detail,21900040,421,201580,JaVale McGee,1610612747,Los Angeles Lakers,3,7,50,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,17,1,1,20191027,LAL,CHA,504,225,225.00804559049016,504.0057535363533,0.46585068814553093,0.9147069584911813
Shot Chart Detail,21900054,11,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,11,30,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,0,20191029,LAL,MEM,505,229,229.00680987221824,505.0035755390914,0.47412962362753186,0.9165178797412584
Shot Chart Detail,21900054,55,201580,JaVale McGee,1610612747,Los Angeles Lakers,1,8,4,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,18,1,1,20191029,LAL,MEM,503,225,225.00228642775087,503.0096325374507,0.4658387645277856,0.9128991243488085
