,county,precinct,sde
1081,Johnson,IC.05,3.645000000000001
1082,Johnson,IC.09,3.645000000000001
1083,Johnson,IC.12,3.645000000000001
1084,Johnson,IC.14,3.645000000000001
1085,Johnson,IC.20,3.645000000000001
1086,Johnson,NL.03,3.645000000000001
1087,Woodbury,33,0.2125
1088,Woodbury,37,0.2125
1089,Woodbury,39,0.2125
1090,Woodbury,40,0.2125
1091,Woodbury,41,0.2125
1092,Woodbury,42,0.2125
1093,Woodbury,43,0.2125
1094,Woodbury,44,0.2125
1095,Crawford,CO,0.3
1096,Ida,IG1,0.3
1097,Ida,IG2,0.3
1098,Ida,BL,0.3
1099,Winnebago,EDLONO,0.3
1100,Winnebago,KILI,0.3
1101,Winnebago,MVFOD2,0.3
1102,Mitchell,5,0.3
1103,Union,LR,0.3
1104,Pocahontas,PH2,0.3
1105,Davis,SE,0.3
1106,Crawford,DC-AB,0.6
1107,Crawford,NE,0.6
1108,Ida,MP,0.6
1109,Winnebago,FC3D3,0.6
1110,Winnebago,FC 2,0.6
1111,Cass,AT2,0.6
1112,Cass,AT3,0.6
1113,Cass,GS,0.6
1114,Fayette,PL,0.6
1115,Fayette,WE1,0.6
1116,Greene,CENTRAL,0.6
1117,Madison,WO,0.6
1118,Pottawattamie,MINDEN,0.6
1119,Adams,AD2,0.6
1120,Adams,AD4,0.6
1121,Benton,VT2,0.6
1122,Fremont,FG,0.6
1123,Mitchell,OS1,0.6
1124,Mitchell,6,0.6
1125,Wayne,A01,0.6
1126,Worth,W11,0.6
1127,Cedar,GW,1.2
1128,Cedar,LN,1.2
1129,Crawford,D2-DT,1.2
1130,Crawford,D3-GR,1.2
1131,Wright,CL,1.2
1132,Madison,PM,1.2
1133,Pottawattamie,CB 03,1.2
1134,Pottawattamie,CB 04,1.2
1135,Pottawattamie,CB 05,1.2
1136,Pottawattamie,CB 13,1.2
1137,Pottawattamie,CB 14,1.2
1138,Guthrie ,4,1.2
1139,Delaware,MC3,1.2
1140,Henry,MP2,1.2
1141,Sac,4,1.2
1142,Worth,W12,1.2
1143,Woodbury,1,1.7
1144,Woodbury,2,1.7
1145,Woodbury,3,1.7
1146,Woodbury,5,1.7
1147,Woodbury,7,1.7
1148,Woodbury,10,1.7
1149,Woodbury,18,1.7
1150,Woodbury,22,1.7
1151,Woodbury,26,1.7
1152,Woodbury,27,1.7
1153,Grundy,P2,0.30000000000000004
1154,Grundy,P4,0.30000000000000004
1155,Iowa,DA,0.30000000000000004
1156,Iowa,HS,0.30000000000000004
1157,Iowa,HC,0.30000000000000004
1158,Lyon,P3,0.30000000000000004
1159,Osceola,AT,0.30000000000000004
1160,Osceola,OX,0.30000000000000004
1161,Taylor,3TWNSHP,0.30000000000000004
1162,Van Buren,DO,0.30000000000000004
1163,Monona,ON106,0.30000000000000004
1164,Monona,SH010,0.30000000000000004
1165,Buena Vista,LKHM,0.6000000000000001
1166,Hamilton,PCT 5,0.6000000000000001
1167,Hancock,1,0.6000000000000001
1168,Iowa,EN,0.6000000000000001
1169,Iowa,HL,0.6000000000000001
1170,Iowa,PI,0.6000000000000001
1171,Louisa,MS,0.6000000000000001
1172,Lyon,P8,0.6000000000000001
1173,Taylor,BECITY,0.6000000000000001
1174,Shelby,8,0.6000000000000001
1175,Black Hawk,EO00,1.414
1176,Black Hawk,DK00,1.414
1177,Black Hawk,PK02,1.414
1178,Black Hawk,W202,1.414
1179,Black Hawk,W303,1.414
1180,Black Hawk,W304,1.414
1181,Black Hawk,W402,1.414
1182,Black Hawk,W404,1.414
1183,Black Hawk,W503,1.414
1184,Dallas,AL2,1.6571428571428573
1185,Dallas,BDM,1.6571428571428573
1186,Dallas,PY1,1.6571428571428573
1187,Dallas,PY2,1.6571428571428573
1188,Dallas,SGDC,1.6571428571428573
1189,Dallas,VM,1.6571428571428573
1190,Dallas,WM223,1.6571428571428573
1191,Dallas,WM226,1.6571428571428573
1192,Des Moines,BU6,1.08
1193,Des Moines,DM,1.08
1194,Marion,DA,1.08
1195,Marion,KX1,1.08
1196,Marion,KX2,1.08
1197,Marion,OTLEY,1.08
1198,Marion,PE4,1.08
1199,Fayette,OE3,1.08
1200,Pottawattamie,CB 01,1.08
1201,Pottawattamie,CB 19,1.08
1202,Pottawattamie,CB 20,1.08
1203,Wapello,OT05,1.08
1204,Wapello,OT06,1.08
1205,Wapello,OT07,1.08
1206,Black Hawk,X303,1.818
1207,Black Hawk,X403,1.818
1208,Black Hawk,W102,1.818
1209,Black Hawk,W104,1.818
1210,Black Hawk,W203,1.818
1211,Black Hawk,W205,1.818
1212,Black Hawk,W206,1.818
1213,Black Hawk,W302,1.818
1214,Black Hawk,W504,1.818
1215,Black Hawk,W506,1.818
1216,Calhoun,GREENFI,0.16666666666666666
1217,Calhoun,UNION,0.16666666666666666
1218,Webster,CP,0.16666666666666666
1219,Webster,FU,0.16666666666666666
1220,Webster,LG,0.16666666666666666
1221,Webster,NE,0.16666666666666666
1222,Webster,WA,0.16666666666666666
1223,Clayton,BV,0.16666666666666666
1224,Clayton,GM,0.16666666666666666
1225,Clayton,MR,0.16666666666666666
1226,Clayton,RD,0.16666666666666666
1227,Muscatine,OR,0.16666666666666666
1228,Clayton,LM,0.3333333333333333
1229,Muscatine,GO,0.3333333333333333
1230,Muscatine,PI,0.3333333333333333
1231,Webster,CD,0.3333333333333333
1232,Webster,DJ,0.3333333333333333
1233,Sac,3,0.3333333333333333
1234,Sac,9,0.3333333333333333
1235,Worth,W23,0.3333333333333333
1236,Worth,W24,0.3333333333333333
1237,Franklin,GNIGEM,0.3333333333333333
1238,Clayton,CL-GV,0.6666666666666666
1239,Muscatine,F1,0.6666666666666666
1240,Palo Alto,EM1,0.6666666666666666
1241,Palo Alto,EM2,0.6666666666666666
1242,Palo Alto,WB,0.6666666666666666
1243,Webster,DO,0.6666666666666666
1244,Henry,SW,0.6666666666666666
1245,Franklin,HP3,0.6666666666666666
1246,Dubuque,16,1.3333333333333333
1247,Dubuque,17,1.3333333333333333
1248,Dubuque,39,1.3333333333333333
1249,Clayton,MN,1.3333333333333333
1250,Muscatine,MU02,1.3333333333333333
1251,Muscatine,MU03,1.3333333333333333
1252,Webster,2,1.3333333333333333
1253,Henry,CE,1.3333333333333333
1254,Polk,DM 002,1.9586009992862243
1255,Polk,DM 023,1.9586009992862243
1256,Polk,DM 029,1.9586009992862243
1257,Polk,DM 031,1.9586009992862243
1258,Polk,DM 032,1.9586009992862243
1259,Polk,DM 037,1.9586009992862243
1260,Polk,DM 040,1.9586009992862243
1261,Polk,DM 075,1.9586009992862243
1262,Polk,DM 076,1.9586009992862243
1263,Polk,DM 078,1.9586009992862243
1264,Polk,DM 081,1.9586009992862243
1265,Polk,BOND 2,1.9586009992862243
1266,Polk,GRIMES3,1.9586009992862243
1267,Polk,WDM-115,1.9586009992862243
1268,Polk,WDM-211,1.9586009992862243
1269,Polk,WHTS 2,1.9586009992862243
1270,Polk,DM 003,2.5182012847965742
1271,Polk,DM 007,2.5182012847965742
1272,Polk,DM 009,2.5182012847965742
1273,Polk,DM 021,2.5182012847965742
1274,Polk,DM 073,2.5182012847965742
1275,Polk,ALT 2,2.5182012847965742
1276,Polk,ANK 03,2.5182012847965742
1277,Polk,ANK 04,2.5182012847965742
1278,Polk,ANK 11,2.5182012847965742
1279,Polk,ANK 15,2.5182012847965742
1280,Polk,CLIVE 2,2.5182012847965742
1281,Polk,PH 1,2.5182012847965742
1282,Polk,PH 2,2.5182012847965742
1283,Polk,PH 3,2.5182012847965742
1284,Polk,URB 01,2.5182012847965742
1285,Polk,URB 04,2.5182012847965742
1286,Polk,URB 11,2.5182012847965742
1287,Polk,WDM-116,2.5182012847965742
1288,Polk,WDM-117,2.5182012847965742
1289,Polk,WDM-118,2.5182012847965742
1290,Polk,WDM-317,2.5182012847965742
1291,Polk,WHTS 3,2.5182012847965742
1292,Linn,CR01,2.1976744186046506
1293,Linn,CR02,2.1976744186046506
1294,Linn,CR03,2.1976744186046506
1295,Linn,CR04,2.1976744186046506
1296,Linn,CR08,2.1976744186046506
1297,Linn,CR09,2.1976744186046506
1298,Linn,CR15,2.1976744186046506
1299,Linn,CR27,2.1976744186046506
1300,Linn,CR38,2.1976744186046506
1301,Linn,CR40,2.1976744186046506
1302,Linn,CR42,2.1976744186046506
1303,Linn,FAI,2.1976744186046506
1304,Linn,MR01,2.1976744186046506
1305,Linn,MR03,2.1976744186046506
1306,Linn,MR09,2.1976744186046506
1307,Linn,MR10,2.1976744186046506
1308,Linn,TPUT,2.1976744186046506
1309,Lee,FM1,0.7000000000000001
1310,Lee,KE1,0.7000000000000001
1311,Lee,KE2A,0.7000000000000001
1312,Poweshiek,10,0.7000000000000001
1313,Hamilton,PCT 1,0.7000000000000001
1314,Lyon,P4,0.7000000000000001
1315,Osceola,OS2,0.7000000000000001
1316,Chickasaw,NH3,0.7000000000000001
1317,Chickasaw,NH4,0.7000000000000001
1318,Linn,CR07,1.7581395348837208
1319,Linn,CR18,1.7581395348837208
1320,Linn,CR22,1.7581395348837208
1321,Linn,CR43,1.7581395348837208
1322,Linn,HIA02,1.7581395348837208
1323,Linn,MR04,1.7581395348837208
1324,Linn,MR14,1.7581395348837208
1325,Linn,MVN,1.7581395348837208
1326,Scott,AG,0.4133333333333333
1327,Scott,B23,0.4133333333333333
1328,Scott,BF,0.4133333333333333
1329,Scott,DH,0.4133333333333333
1330,Scott,HG,0.4133333333333333
1331,Scott,LB,0.4133333333333333
1332,Scott,MC,0.4133333333333333
1333,Scott,RV,0.4133333333333333
1334,Scott,WF,0.4133333333333333
1335,Scott,B21,1.653333333333333
1336,Scott,BG,1.653333333333333
1337,Scott,D22,1.653333333333333
1338,Scott,D23,1.653333333333333
1339,Scott,D32,1.653333333333333
1340,Scott,D33,1.653333333333333
1341,Scott,D74,1.653333333333333
1342,Scott,LC1,1.653333333333333
1343,Scott,LC2,1.653333333333333
1344,Scott,PKV,1.653333333333333
1345,Jones ,OX,0.32
1346,Mahaska,AD,0.32
1347,Mahaska,BO,0.32
1348,Mahaska,ED,0.32
1349,Marshall,6 LB-MI,0.32
1350,Marshall,7 MA-WA,0.32
1351,Appanoose,WS,0.32
1352,Appanoose,BL,0.32
1353,Appanoose,JO,0.32
1354,Appanoose,UD,0.32
1355,Jones ,MN1,0.64
1356,Jones ,MN2,0.64
1357,Jones ,MN3,0.64
1358,Jones ,MN4,0.64
1359,Jones ,RLWS,0.64
1360,Jones ,SGMC,0.64
1361,Mahaska,CE,0.64
1362,Mahaska,PR,0.64
1363,Marshall,8 MR-VI,0.64
1364,Marshall,19 TC,0.64
1365,Clarke,OC1,0.64
1366,Clarke,OC2,0.64
1367,Scott,BU,2.0666666666666664
1368,Scott,D11,2.0666666666666664
1369,Scott,D14,2.0666666666666664
1370,Scott,D31,2.0666666666666664
1371,Scott,D34,2.0666666666666664
1372,Scott,D42,2.0666666666666664
1373,Scott,D43,2.0666666666666664
1374,Scott,D44,2.0666666666666664
1375,Scott,D54,2.0666666666666664
1376,Scott,D81,2.0666666666666664
1377,Scott,D84,2.0666666666666664
1378,Scott,EL2,2.0666666666666664
1379,Polk,DM 011,3.077801570306924
1380,Polk,DM 043,3.077801570306924
1381,Polk,DM 058,3.077801570306924
1382,Polk,DM 059,3.077801570306924
1383,Polk,DM 063,3.077801570306924
1384,Polk,DM 065,3.077801570306924
1385,Polk,ALT 5,3.077801570306924
1386,Polk,CLIVE 3,3.077801570306924
1387,Polk,GRIMES2,3.077801570306924
1388,Polk,POLK CI,3.077801570306924
1389,Polk,URB 02,3.077801570306924
1390,Polk,URB 06,3.077801570306924
1391,Polk,URB 07,3.077801570306924
1392,Polk,URB 09,3.077801570306924
1393,Polk,WDM-212,3.077801570306924
1394,Polk,WDM-316,3.077801570306924
1395,Story,21,0.415
1396,Story,23,0.415
1397,Story,27,0.415
1398,Story,28,0.415
1399,Story,29,0.415
1400,Story,34,0.415
1401,Story,36,0.415
1402,Story,37,0.415
1403,Story,38,0.415
1404,Story,42,0.415
1405,Hancock,2,0.2
1406,Hancock,3,0.2
1407,Hancock,8,0.2
1408,Hancock,10,0.2
1409,Lyon,P2,0.2
1410,Lyon,P5,0.2
1411,Osceola,MC,0.2
1412,Osceola,MV,0.2
1413,Taylor,BK,0.2
1414,Taylor,CF,0.2
1415,Taylor,GRAVITY,0.2
1416,Van Buren,CN,0.2
1417,Van Buren,ML,0.2
1418,Sac,5,0.2
1419,Sac,8,0.2
1420,Monona,CN002,0.2
1421,Monona,STC11,0.2
1422,Buena Vista,ACFC,0.4
1423,Buena Vista,NENP,0.4
1424,Buena Vista,TRWG,0.4
1425,Wright,DOWS,0.4
1426,Wright,EG2,0.4
1427,Wright,EG3,0.4
1428,Wright,EG4,0.4
1429,Grundy,P3,0.4
1430,Hancock,7,0.4
1431,Hancock,9,0.4
1432,Lyon,P7,0.4
1433,Osceola,OS1,0.4
1434,Taylor,NM,0.4
1435,Van Buren,BI,0.4
1436,Van Buren,BO,0.4
1437,Van Buren,FM,0.4
1438,Appanoose,PS,0.4
1439,Appanoose,WALNUT,0.4
1440,Montgomery,6,0.4
1441,Page,PC,0.4
1442,Sac,6,0.4
1443,Monona,AS001,0.4
1444,Dubuque,37,0.8
1445,Dubuque,38,0.8
1446,Buena Vista,2,0.8
1447,Jones ,ROHA,0.8
1448,Marshall,18 TA,0.8
1449,Iowa,FM,0.8
1450,Iowa,HT,0.8
1451,Osceola,OS3,0.8
1452,Humboldt,H2-B-SN,0.8
1453,Kossuth,AL1,0.8
1454,Appanoose,CV3,0.8
1455,Clarke,OC3,0.8
1456,Montgomery,1,0.8
1457,Montgomery,2,0.8
1458,Page,ER,0.8
1459,Page,SD2,0.8
1460,Clayton,GDLUMO,1.1666666666666663
1461,Muscatine,MU04,1.1666666666666663
1462,Muscatine,MU05,1.1666666666666663
1463,Muscatine,MU07,1.1666666666666663
1464,Muscatine,WL2,1.1666666666666663
1465,Webster,4,1.1666666666666663
1466,Webster,7,1.1666666666666663
1467,Webster,12,1.1666666666666663
1468,Johnson,CV.04,2.835
1469,Johnson,CV.05,2.835
1470,Johnson,IC.03,2.835
1471,Johnson,IC.10,2.835
1472,Johnson,IC.13,2.835
1473,Johnson,IC.19,2.835
1474,Johnson,NP,2.835
1475,Johnson,NL.01,2.835
1476,Johnson,NL.02,2.835
1477,Pocahontas,GT,0.12
1478,Cass,VI,0.12
1479,Cass,CU,0.12
1480,Fayette,CE,0.12
1481,Fayette,SC,0.12
1482,Fayette,SF,0.12
1483,Fayette,UN,0.12
1484,Pottawattamie,MACEDON,0.12
1485,Cass,BN,0.24
1486,Cass,MS,0.24
1487,Fayette,AU,0.24
1488,Fayette,DV,0.24
1489,Fayette,ED,0.24
1490,Fayette,OR,0.24
1491,Pottawattamie,HANCOCK,0.24
1492,Clarke,WB,0.24
1493,Montgomery,4,0.24
1494,Montgomery,5,0.24
1495,Jones ,GF,0.48
1496,Jones ,WY,0.48
1497,Mahaska,GF,0.48
1498,Mahaska,SP,0.48
1499,Marshall,1 BA-LS,0.48
1500,Marshall,3 GC,0.48
1501,Marshall,4 JF,0.48
1502,Cass,AT1,0.48
1503,Cass,MR,0.48
1504,Fayette,BF,0.48
1505,Fayette,BW,0.48
1506,Fayette,CL,0.48
1507,Fayette,FP,0.48
1508,Fayette,HL,0.48
1509,Fayette,WE3,0.48
1510,Greene,WEST,0.48
1511,Pottawattamie,WALNUT,0.48
1512,Appanoose,VM,0.48
1513,Clarke,MDL,0.48
1514,Clarke,MY,0.48
1515,Page,SD1,0.48
1516,Pocahontas,CD,0.48
1517,Davis,BF1,0.48
1518,Davis,BF2,0.48
1519,Davis,CN,0.48
1520,Mahaska,OS1,0.96
1521,Marshall,5 LG,0.96
1522,Fayette,OE1,0.96
1523,Greene,J1,0.96
1524,Greene,J2,0.96
1525,Pottawattamie,CB 21,0.96
1526,Pottawattamie,AVOCA,0.96
1527,Pottawattamie,NEOLA,0.96
1528,Pottawattamie,OAKLAND,0.96
1529,Montgomery,3,0.96
1530,Linn,CR10,3.076744186046512
1531,Linn,CR19,3.076744186046512
1532,Linn,CR20,3.076744186046512
1533,Linn,CR21,3.076744186046512
1534,Linn,CR28,3.076744186046512
1535,Linn,CR30,3.076744186046512
1536,Linn,CR37,3.076744186046512
1537,Linn,CR41,3.076744186046512
1538,Linn,MR06,3.076744186046512
1539,Linn,MVS,3.076744186046512
1540,Linn,TBER,3.076744186046512
1541,Polk,DM 020,2.2384011420413987
1542,Polk,DM 022,2.2384011420413987
1543,Polk,DM 026,2.2384011420413987
1544,Polk,DM 036,2.2384011420413987
1545,Polk,DM 047,2.2384011420413987
1546,Polk,DM 050,2.2384011420413987
1547,Polk,DM 057,2.2384011420413987
1548,Polk,DM 064,2.2384011420413987
1549,Polk,DM 069,2.2384011420413987
1550,Polk,DM 079,2.2384011420413987
1551,Polk,DM 083,2.2384011420413987
1552,Polk,ANK 07,2.2384011420413987
1553,Polk,ANK 10,2.2384011420413987
1554,Polk,JOHN 3,2.2384011420413987
1555,Polk,SAYLOR1,2.2384011420413987
1556,Polk,WDM-111,2.2384011420413987
1557,Polk,WDM-113,2.2384011420413987
1558,Polk,WDM-315,2.2384011420413987
1559,Polk,DM 001,1.1192005710206996
1560,Polk,DM 005,1.1192005710206996
1561,Polk,DM 019,1.1192005710206996
1562,Polk,DM 024,1.1192005710206996
1563,Polk,DM 035,1.1192005710206996
1564,Polk,DM 053,1.1192005710206996
1565,Polk,DM 054,1.1192005710206996
1566,Polk,DM 074,1.1192005710206996
1567,Polk,CROCK 2,1.1192005710206996
1568,Polk,ELKHART,1.1192005710206996
1569,Polk,FRANKLI,1.1192005710206996
1570,Polk,WDM-313,1.1192005710206996
1571,Crawford,SRK,0.45
1572,Ida,IG3,0.45
1573,Winnebago,FC 4,0.45
1574,Winnebago,NEFOD1,0.45
1575,Wapello,CB,0.45
1576,Benton,BP1,0.45
1577,Benton,BP3,0.45
1578,Benton,HO,0.45
1579,Benton,KA,0.45
1580,Delaware,DW,0.45
1581,Mitchell,OS2,0.45
1582,Marion,KX4,0.8999999999999999
1583,Marion,LP,0.8999999999999999
1584,Crawford,D1,0.8999999999999999
1585,Ida,GG,0.8999999999999999
1586,Benton,FL,0.8999999999999999
1587,Benton,VT1,0.8999999999999999
1588,Delaware,MC1,0.8999999999999999
1589,Delaware,MLPR,0.8999999999999999
1590,Fremont,SN,0.8999999999999999
1591,Mitchell,9,0.8999999999999999
1592,Des Moines,BU3,1.7999999999999998
1593,Des Moines,BU4,1.7999999999999998
1594,Des Moines,BU5,1.7999999999999998
1595,Des Moines,FM,1.7999999999999998
1596,Pottawattamie,CB 06,1.7999999999999998
1597,Pottawattamie,CB 07,1.7999999999999998
1598,Pottawattamie,CB 10B,1.7999999999999998
1599,Pottawattamie,CB 17,1.7999999999999998
1600,Wapello,OT02,1.7999999999999998
1601,Scott,B12,2.48
1602,Scott,B22,2.48
1603,Scott,B31,2.48
1604,Scott,B32,2.48
1605,Scott,D12,2.48
1606,Scott,D13,2.48
1607,Scott,D21,2.48
1608,Scott,D24,2.48
1609,Scott,D52,2.48
1610,Scott,D53,2.48
1611,Scott,D61,2.48
1612,Scott,D62,2.48
1613,Scott,D73,2.48
1614,Scott,EL1,2.48
1615,Cerro Gordo,MC W3P3,2.48
1616,Warren,CM WDM,0.4666666666666667
1617,Warren,LC1,0.4666666666666667
1618,Warren,SQC,0.4666666666666667
1619,Warren,VA,0.4666666666666667
1620,Mills,PJ,0.4666666666666667
1621,Butler,3-DU,0.4666666666666667
1622,Butler,4-AL,0.4666666666666667
1623,Harrison,MA,0.4666666666666667
1624,Harrison,TA,0.4666666666666667
1625,Sac,1,0.4666666666666667
1626,Worth,W21,0.4666666666666667
1627,Worth,W22,0.4666666666666667
1628,Dubuque,3,1.8666666666666667
1629,Dubuque,8,1.8666666666666667
1630,Dubuque,13,1.8666666666666667
1631,Dubuque,18,1.8666666666666667
1632,Dubuque,33,1.8666666666666667
1633,Dubuque,36,1.8666666666666667
1634,Dubuque,41,1.8666666666666667
1635,Dubuque,42,1.8666666666666667
1636,Warren,AL3,1.8666666666666667
1637,Warren,NW1,1.8666666666666667
1638,Wright,BM,1.8666666666666667
1639,Fayette,OE2,0.84
1640,Fayette,WF,0.84
1641,Greene,EAST,0.84
1642,Madison,JL,0.84
1643,Madison,S,0.84
1644,Pottawattamie,CL 1,0.84
1645,Pottawattamie,CL 2,0.84
1646,Pocahontas,PH1,0.84
1647,Polk,DM 010,2.798001427551749
1648,Polk,DM 028,2.798001427551749
1649,Polk,DM 060,2.798001427551749
1650,Polk,DM 061,2.798001427551749
1651,Polk,DM 071,2.798001427551749
1652,Polk,DM 080,2.798001427551749
1653,Polk,ALT 4,2.798001427551749
1654,Polk,ANK 02,2.798001427551749
1655,Polk,ANK 05,2.798001427551749
1656,Polk,ANK 06,2.798001427551749
1657,Polk,ANK 08,2.798001427551749
1658,Polk,ANK 09,2.798001427551749
1659,Polk,ANK 14,2.798001427551749
1660,Polk,CLIVE 4,2.798001427551749
1661,Polk,JOHN 4,2.798001427551749
1662,Polk,URB 03,2.798001427551749
1663,Polk,URB 05,2.798001427551749
1664,Polk,URB 08,2.798001427551749
1665,Polk,URB 10,2.798001427551749
1666,Polk,WDM-311,2.798001427551749
1667,Polk,WDM-312,2.798001427551749
1668,Polk,DM 006,1.3990007137758744
1669,Polk,DM 012,1.3990007137758744
1670,Polk,DM 018,1.3990007137758744
1671,Polk,DM 027,1.3990007137758744
1672,Polk,DM 051,1.3990007137758744
1673,Polk,DM 052,1.3990007137758744
1674,Polk,DM 068,1.3990007137758744
1675,Polk,DM 084,1.3990007137758744
1676,Polk,ALT 1,1.3990007137758744
1677,Polk,DEL 1,1.3990007137758744
1678,Polk,JEFF 1,1.3990007137758744
1679,Polk,RUNNELL,1.3990007137758744
1680,Polk,WDM-112,1.3990007137758744
